Barrio;Miercoles prom ;Domingo Prome;Jueves Prom;Lunes Promedio;Martes Prome;Sabado Promedio;Viernes Prome;Promedio Ene;Promedio Feb ;Promedio Marz;Promedio Abril;Promedio Mayo;Promedio Junio;Promo Julio;Promedio Agosto;Promedio Sept;Promedio Oct;Promedio Nov;Promedio Dic;Atropello Mensual;Caida de Ocupante Mensual ;Choque Mensual ;Herido Mensual ;Muerto Mensual ;Solo Daños Mes ;2014;2015;2016;2017;2018;Prom_año;Ciclo Ruta Mes ;Glorieta Mes ;Interseccion Mes ;Lote Mensual ;Paso a nivel Mensual ;Paso elevado Mes;Paso inferior mes ;Ponton Mes ;Puente mes ;Tramo Via Me s;Tunel Mes ;Via Peat Mes ;Prom_D_madre;Prom_N_buena;Prom_Navidad;Prom_Feria_Flores;Prom_1_enero;Dia_5 Prom;Dia 10 Prom ;Dia 21 Prom ;Dia 23 Prom ;Dia 16 Prom ;Dia 17 Prom ;Dia 18 Prom ;semaforos ;estrato
Fuente Clara;0.046153846;0.049808429;0.057471264;0.057471264;0.068965517;0.049808429;0.053639847;1.2;1;2.8;2.6;2.2;0.4;1;3;0.8;2;1.6;1.4;0.2;0.183333333;0.916666667;1.366666667;0.033333333;0.266666667;8;14;26;21;31;20;0.033333333;0;0.15;0.283333333;0.016666667;0;0;0;0.016666667;1.133333333;0;0;0;0;0.25;0.11;0;0.066666667;0.05;0.066666667;0.1;0.016666667;0.016666667;0.066666667;0;2
Gerona;0.246153846;0.24137931;0.249042146;0.287356322;0.260536398;0.233716475;0.191570881;6;9.6;8.4;6.2;6.4;6.6;7.4;8;6;7.8;6.8;10;1.083333333;0.75;4.033333333;5.183333333;0;2.25;83;95;106;79;83;89.2;0.033333333;0.016666667;2.1;0.633333333;0;0;0;0;0;4.633333333;0;0.016666667;0.4;0.5;0;0.21;0.2;0.2;0.266666667;0.183333333;0.2;0.3;0.483333333;0.216666667;0;3
Girardot;0.607692308;0.509578544;0.632183908;0.53256705;0.609195402;0.471264368;0.574712644;16.2;20.2;19.4;16.4;15.6;17.4;15.6;16.8;15.6;18.6;19.2;14.4;1.533333333;2.516666667;9.633333333;11.5;0.116666667;5.5;213;229;227;200;158;205.4;0.066666667;0.033333333;2;1.666666667;0;0;0.016666667;0;0;13.25;0;0;0.4;0.25;0;0.66;1;0.583333333;0.483333333;0.466666667;0.616666667;0.6;0.533333333;0.516666667;3;3
Granada;0.292307692;0.088122605;0.298850575;0.291187739;0.310344828;0.245210728;0.252873563;7.6;10;7;7.2;6.6;9;5.4;7;9.2;10.8;6.8;6.2;0.666666667;0.316666667;5.9;3.783333333;0.033333333;3.916666667;81;105;103;93;82;92.8;0.05;0;2.166666667;0.233333333;0;0;0;0;0;5.25;0;0;0;0;0;0.23;0.2;0.216666667;0.4;0.216666667;0.216666667;0.283333333;0.216666667;0.233333333;3;3
Granizal;0.188461538;0.222222222;0.187739464;0.149425287;0.172413793;0.24137931;0.141762452;4.8;4.6;8.2;4.6;4.4;5.2;6.6;5.8;5.6;6;6.2;6;1.483333333;0.483333333;2.85;3.3;0.116666667;2.25;79;65;72;62;62;68;0;0;0.466666667;0.433333333;0.016666667;0;0;0;0;4.633333333;0;0;0;0.25;0.75;0.27;0.2;0.083333333;0.283333333;0.233333333;0.283333333;0.133333333;0.216666667;0.2;0;2
Guayabal;1.465384615;0.459770115;1.490421456;1.406130268;1.494252874;1.084291188;1.632183908;33.8;36.4;32;39.2;40.6;37.4;45.6;42;41.8;45.4;40;37;2.283333333;2.616666667;29.36666667;18.25;0.15;20.86666667;426;452;529;597;352;471.2;0.166666667;0.016666667;6.05;2.1;0.016666667;0.05;0.033333333;0;0.066666667;30.6;0;0.016666667;0.8;0.25;0.25;0.99;0.4;1.533333333;1.383333333;1.383333333;1.416666667;1.4;1.383333333;1.416666667;4;3
Guayaquil;2.176923077;0.555555556;2.264367816;1.862068966;2.417624521;1.931034483;2.268199234;49.4;58.8;55.6;59.8;59.6;56.6;55;55.8;61;58.8;58.6;74;5.8;3.066666667;45.45;23.58333333;0.566666667;34.43333333;733;883;765;599;535;703;0.2;3.383333333;7.7;1.733333333;0.033333333;1.833333333;0.033333333;0.016666667;0.133333333;42.95;0.016666667;0.05;2;2.75;0.25;1.99;0.4;1.933333333;2.05;2.283333333;2;2.133333333;1.816666667;2.066666667;12;3
Héctor Abad Gómez;0.523076923;0.409961686;0.559386973;0.471264368;0.490421456;0.513409962;0.524904215;13.8;14.8;17;15.8;14.4;18.8;13.6;16.4;16.8;16;10.2;14.6;0.716666667;1.266666667;10.53333333;8.833333333;0.183333333;6.166666667;169;146;174;204;218;182.2;0.1;0;0.883333333;0.783333333;0;0.016666667;0;0;0;13.23333333;0;0;0.6;0.5;0.5;0.58;0.2;0.383333333;0.6;0.55;0.516666667;0.433333333;0.616666667;0.55;0;3
Hospital San Vicente De Paúl;0.069230769;0.019157088;0.084291188;0.099616858;0.076628352;0.057471264;0.111111111;2.4;2.2;2;1.6;1.6;2;3.8;1.8;2.8;2.6;2.6;1.6;0.25;0.166666667;1.633333333;1.066666667;0;1.183333333;20;28;32;21;34;27;0.05;0.016666667;0.333333333;0.216666667;0;0;0;0;0;1.633333333;0;0;0;0;0;0.02;0;0.05;0.066666667;0.1;0.083333333;0.083333333;0.066666667;0.066666667;0;3
Jardín Botánico;0.134615385;0.088122605;0.107279693;0.114942529;0.072796935;0.126436782;0.134099617;3.2;2.2;3.4;2.8;3.4;2.8;3.6;4.2;4.2;2.6;3.6;4.6;0.366666667;0.3;2.2;1.75;0.05;1.583333333;44;41;36;44;38;40.6;0.016666667;0;0.516666667;0.283333333;0;0;0;0;0;2.533333333;0;0;0;0;0;0.14;0;0.1;0.116666667;0.1;0.1;0.166666667;0.116666667;0.05;0;3
Jesús Nazareno;1.161538462;0.551724138;1.061302682;1.118773946;1.268199234;1.134099617;1.340996169;28.2;27.8;34.6;33.8;34.8;29.4;34;38.6;31.2;35;36.6;34.4;2.983333333;2.7;22.85;18.26666667;0.45;14.48333333;412;420;386;401;373;398.4;0.116666667;1.633333333;6.066666667;1.5;0.016666667;0.083333333;1.65;0;0;21.65;0.05;0.016666667;1;1.5;0;1.47;0.4;1.066666667;0.983333333;1.1;0.95;1.333333333;1.033333333;1.183333333;15;3
Juan Pablo Ii;0.023076923;0.011494253;0.026819923;0.019157088;0.01532567;0.022988506;0.01532567;0.8;0.6;0.4;0.8;0.6;0.6;0.6;0.2;0.6;1;0.2;0.6;0.183333333;0.1;0.166666667;0.45;0;0.133333333;5;8;9;7;6;7;0.016666667;0;0.016666667;0.083333333;0;0;0;0;0;0.466666667;0;0;0;0.25;0;0;0;0.016666667;0.016666667;0.05;0.016666667;0;0;0.066666667;0;1
Juan Xxiii La Quiebra;0.073076923;0.099616858;0.084291188;0.084291188;0.103448276;0.084291188;0.103448276;1;2.6;3.4;3.8;2.2;2.8;1.8;3.4;3.6;3.2;3.2;2;0.6;0.4;1.166666667;1.9;0.033333333;0.816666667;39;39;24;40;23;33;0;0.016666667;0.133333333;0.216666667;0;0;0;0;0;2.366666667;0;0;0;0;0.25;0.11;0;0.133333333;0.083333333;0.083333333;0.083333333;0.083333333;0.083333333;0.1;0;2
Kennedy;0.523076923;0.536398467;0.455938697;0.490421456;0.524904215;0.509578544;0.498084291;11.6;15.8;17.8;16.8;16.8;14.8;15.4;15.4;16.2;15.2;12.8;16;3.2;2.466666667;6.833333333;11.13333333;0.033333333;4.216666667;193;183;174;185;188;184.6;0.05;0;2.1;1.716666667;0;0;0;0;0;11.48333333;0;0;0.4;0.25;0.25;0.56;0.8;0.533333333;0.566666667;0.733333333;0.583333333;0.35;0.616666667;0.433333333;0;2
La Aguacatala;1.238461538;0.436781609;1.218390805;1.149425287;1.295019157;0.808429119;1.195402299;26.8;34.8;29;32.6;29;30.8;34.4;38;36.6;32;31;28;0.766666667;1.966666667;25.71666667;12.8;0.15;18.96666667;335;363;388;503;326;383;0.183333333;3.85;2.9;1.25;0.05;0.6;0.233333333;0;0.533333333;22.16666667;0;0.016666667;0.4;0.5;0.25;1.4;0.2;1.066666667;1.15;1.35;1.366666667;0.966666667;1.416666667;1.05;9;6
La Alpujarra;0.957692308;0.260536398;1.057471264;0.75862069;0.831417625;0.670498084;0.846743295;19;21.4;16.6;22.2;22.6;18.4;24;25.4;29.2;25.8;30;26.2;1.066666667;1.166666667;18.88333333;9.233333333;0.1;14.06666667;123;212;150;416;503;280.8;0.116666667;4.433333333;1.65;1.133333333;0.116666667;1.783333333;0.133333333;0;0.766666667;13.16666667;0;0;0.2;1.25;0.25;0.54;0;0.816666667;0.55;0.733333333;0.683333333;0.9;0.716666667;1.05;4;3
La América;0.653846154;0.333333333;0.62835249;0.601532567;0.704980843;0.586206897;0.720306513;17.2;17.8;19.8;17.8;22.2;16.8;20.2;18.6;16.6;17.6;19;17;2.016666667;1.433333333;12.48333333;9.633333333;0.133333333;8.616666667;236;215;212;242;198;220.6;0.016666667;1.3;3.316666667;0.933333333;0;0;0.083333333;0;0;12.61666667;0;0;0.6;0;0.5;0.71;0;0.583333333;0.616666667;0.5;0.5;0.6;0.633333333;0.733333333;1;4
La Avanzada;0.042307692;0.072796935;0.091954023;0.057471264;0.049808429;0.072796935;0.042145594;2.6;2;1;0.6;1.4;0.6;1.8;2.4;1.6;3.4;2.2;2.8;0.516666667;0.2;0.933333333;1.433333333;0;0.433333333;15;14;25;24;34;22.4;0.033333333;0;0.066666667;0.316666667;0;0;0;0;0;1.45;0;0;0;0.25;0;0.04;0.2;0.016666667;0.033333333;0.066666667;0.083333333;0.066666667;0.05;0.083333333;0;1
La Candelaria;3.234615385;0.965517241;3.099616858;2.835249042;3.340996169;2.865900383;3.157088123;73.2;78.2;84.2;77.8;88.8;87.2;92.8;87.2;85.2;94.8;78.8;89;15.33333333;4.883333333;59.03333333;35.38333333;0.466666667;48.91666667;1151;1069;948;929;989;1017.2;0.4;0.033333333;16.31666667;2.95;0.05;0.05;0.05;0.016666667;0;64.43333333;0;0.05;2.6;2;1;2.86;0.4;2.783333333;2.85;2.733333333;3.15;2.933333333;3.133333333;2.45;46;4
La Castellana;0.484615385;0.183908046;0.379310345;0.356321839;0.375478927;0.455938697;0.505747126;8;13.4;13;13.4;15;9.6;13;10.8;12.4;11.4;11.2;11.8;0.7;0.616666667;9.75;5.8;0.033333333;6.083333333;138;194;130;143;110;143;0;0.483333333;4.216666667;0.383333333;0;0;0;0;0;6.8;0;0;1;0.25;0.25;0.31;0.6;0.283333333;0.416666667;0.4;0.5;0.583333333;0.333333333;0.4;9;5
La Colina;0.292307692;0.24137931;0.272030651;0.310344828;0.291187739;0.325670498;0.245210728;7;10;8;7.6;11.6;10.2;7.8;11;8.2;8.2;7.2;6.4;0.85;1.133333333;4.983333333;4.983333333;0.066666667;3.55;97;106;119;118;76;103.2;0;0;1.433333333;0.6;0;0;0;0;0;6.5;0;0;0.2;0.25;0;0.29;0.2;0.283333333;0.233333333;0.3;0.25;0.283333333;0.333333333;0.216666667;4;3
La Cruz;0.053846154;0.053639847;0.026819923;0.061302682;0.049808429;0.0651341;0.061302682;1;1.4;1.8;1.2;1.4;1.8;1.4;1;1.6;3.4;1.4;2;0.55;0.133333333;0.716666667;1.183333333;0.016666667;0.416666667;27;16;18;22;14;19.4;0;0;0.1;0.1;0;0;0;0;0;1.4;0;0;0.2;0.25;0.25;0.12;0;0.066666667;0.066666667;0.033333333;0.016666667;0.05;0.083333333;0.05;0;2
La Esperanza;0.346153846;0.383141762;0.348659004;0.375478927;0.367816092;0.394636015;0.375478927;10.8;10.6;13;13;11.2;13.6;9.8;13;9.4;12.8;9.2;8.8;2.533333333;2.116666667;4.283333333;9.25;0.083333333;1.933333333;127;141;153;133;122;135.2;0.05;0;2.4;1.216666667;0;0;0;0;0;7.533333333;0;0;0.4;0;0.75;0.54;0.4;0.366666667;0.266666667;0.416666667;0.3;0.266666667;0.366666667;0.25;0;3
La Esperanza No. 2;0.042307692;0.103448276;0.038314176;0.061302682;0.061302682;0.072796935;0.072796935;1.6;1.8;3;2;1;1;2.8;2.4;1.8;1.8;1.8;2.6;0.6;0.233333333;0.8;1.566666667;0;0.4;24;19;23;24;28;23.6;0.016666667;0;0.1;0.233333333;0;0;0;0;0;1.616666667;0;0;0;0.25;0;0.08;0;0.066666667;0.033333333;0.05;0.05;0.033333333;0.066666667;0.1;0;3
La Floresta;0.461538462;0.229885057;0.444444444;0.333333333;0.46743295;0.383141762;0.459770115;12;12;14.2;10.8;10.8;8.8;14.2;12.2;13;15.4;10.6;11;1.166666667;1.066666667;8.283333333;6.75;0.066666667;5.266666667;157;127;157;149;135;145;0;0.116666667;3.7;0.75;0;0;0;0;0.016666667;7.433333333;0;0;0;0.25;0.25;0.46;0;0.333333333;0.366666667;0.383333333;0.416666667;0.383333333;0.466666667;0.333333333;1;4
La Florida;0.542307692;0.22605364;0.540229885;0.436781609;0.555555556;0.37164751;0.593869732;10.2;13.4;16.2;15;15.8;11.8;14.8;18;15.8;15.2;11;13.2;0.633333333;0.516666667;12.13333333;4.616666667;0.016666667;9.566666667;163;159;160;186;184;170.4;0.066666667;0;2.15;0.883333333;0.016666667;0.016666667;0;0;0.016666667;11.03333333;0;0;0.6;0;0.25;0.77;0;0.5;0.45;0.533333333;0.45;0.6;0.45;0.433333333;8;5
La Francia;0.153846154;0.118773946;0.137931034;0.118773946;0.149425287;0.180076628;0.126436782;2.8;3.8;2;3.4;4;5;4.8;4.6;3.8;6.2;6.4;4.6;1.016666667;0.533333333;2.166666667;2.9;0;1.383333333;60;54;46;51;46;51.4;0.05;0.016666667;0.45;0.4;0;0;0;0;0;3.366666667;0;0;0.4;0;0.25;0.21;0.2;0.1;0.166666667;0.166666667;0.15;0.2;0.166666667;0.183333333;0;2
La Frontera;0.107692308;0.118773946;0.099616858;0.122605364;0.137931034;0.153256705;0.149425287;3.8;2.8;3.4;6;3.2;4.4;3.2;4.2;4;4.4;1.8;5.2;0.9;0.4;1.9;2.633333333;0;1.233333333;65;46;42;40;39;46.4;0.033333333;0;0.266666667;0.366666667;0;0;0;0;0;3.2;0;0;0.2;0.25;0.25;0.12;0.4;0.083333333;0.1;0.116666667;0.1;0.1;0.066666667;0.3;0;2
La Gloria;0.557692308;0.356321839;0.540229885;0.517241379;0.582375479;0.524904215;0.574712644;14.2;11.2;17.6;14.8;19.4;13.8;19.8;19.2;17.8;15.8;14.2;12.8;0.833333333;1.45;10.58333333;9.05;0.016666667;6.816666667;156;186;223;218;170;190.6;0.083333333;0.216666667;2.85;0.966666667;0;0.016666667;0.016666667;0;0.016666667;11.7;0;0;0.2;0.5;0.5;0.67;0.2;0.533333333;0.45;0.65;0.683333333;0.5;0.566666667;0.416666667;4;4
La Hondonada;0.096153846;0.088122605;0.084291188;0.095785441;0.111111111;0.084291188;0.114942529;2.6;4;2.8;4.4;0.6;2.8;2.2;3.6;2.6;2.8;3.4;3.4;0.15;0.333333333;2;1.65;0;1.283333333;26;26;31;46;47;35.2;0.016666667;0;0.283333333;0.366666667;0;0.016666667;0;0;0;2.25;0;0;0;0;0.25;0.06;0.4;0.166666667;0.116666667;0.15;0.133333333;0.066666667;0.116666667;0.033333333;0;3
La Isla;0.103846154;0.118773946;0.095785441;0.103448276;0.099616858;0.134099617;0.084291188;3.6;3;2.8;2.8;2.6;4;3.6;2.6;3;3.8;4;2.8;1.166666667;0.283333333;1.283333333;2.3;0.033333333;0.883333333;45;42;43;25;38;38.6;0.016666667;0;0.266666667;0.25;0;0;0;0;0;2.65;0;0;0.2;0;0;0.14;0;0.133333333;0.166666667;0.083333333;0.116666667;0.083333333;0.133333333;0.133333333;0;2
La Ladera;0.053846154;0.049808429;0.053639847;0.045977011;0.038314176;0.034482759;0.034482759;2.4;0.8;2.4;0.8;1.4;1.2;1.8;0.8;1;1.8;0.6;1.2;0.133333333;0.2;0.8;0.85;0;0.5;15;14;18;16;18;16.2;0;0;0.1;0.15;0;0;0;0.016666667;0;1.083333333;0;0;0;0;0.25;0.09;0.2;0.05;0.05;0.033333333;0.05;0.083333333;0.05;0.05;0;3
La Libertad;0.188461538;0.172413793;0.153256705;0.199233716;0.180076628;0.172413793;0.16091954;5.8;6.8;3.2;6.8;6.6;3.6;6.8;4;3.8;5.8;4.4;6.4;0.9;0.783333333;2.45;3.566666667;0.016666667;1.75;71;75;60;52;62;64;0.016666667;0;0.366666667;0.566666667;0;0;0;0;0;4.366666667;0;0;0.6;0.5;1;0.13;0.2;0.1;0.15;0.183333333;0.133333333;0.116666667;0.15;0.2;0;2
La Loma;0.015384615;0.019157088;0.019157088;0.019157088;0.022988506;0.034482759;0.019157088;1;0.4;0.6;0.2;0.4;0.6;0.8;1;0.6;0.8;0.2;1.2;0.116666667;0.116666667;0.316666667;0.466666667;0.016666667;0.166666667;9;10;5;7;8;7.8;0;0;0.016666667;0.066666667;0;0;0;0;0;0.55;0;0;0;0;0;0;0.2;0;0;0.05;0;0.05;0;0.05;0;2
La Loma Oriental;0.007692308;0.026819923;0.011494253;0.019157088;0.003831418;0.019157088;0.007662835;0.4;0;0.6;0.4;0.8;0;0;0.6;0.2;0.8;1.2;0;0.016666667;0.083333333;0.183333333;0.316666667;0;0.1;1;5;4;4;11;5;0;0;0.033333333;0.066666667;0;0;0;0;0.016666667;0.3;0;0;0;0;0;0;0;0;0;0;0.016666667;0;0.016666667;0.033333333;0;2
La Mansión;0.169230769;0.130268199;0.16091954;0.157088123;0.180076628;0.172413793;0.130268199;5.2;2.8;4.8;4;6.2;5;5;4.6;3.8;5.2;5.2;5.6;0.5;0.416666667;3.2;3.283333333;0;1.5;50;54;64;66;53;57.4;0.016666667;0;1.433333333;0.25;0;0;0;0;0;3.083333333;0;0;0;0.25;0;0.07;0.2;0.233333333;0.183333333;0.116666667;0.166666667;0.1;0.3;0.05;0;3
La Milagrosa;0.276923077;0.302681992;0.210727969;0.272030651;0.287356322;0.30651341;0.24137931;6.4;4.4;9.2;8;10.2;7.8;8.2;12.4;8.6;8.8;6.6;8.4;0.966666667;0.883333333;5.433333333;5.166666667;0.116666667;2.966666667;105;93;104;99;94;99;0;0;2.55;0.6;0;0;0.016666667;0;0;4.966666667;0;0;0.6;1;0.25;0.44;0.4;0.4;0.316666667;0.233333333;0.216666667;0.15;0.266666667;0.333333333;1;3
La Mota;0.230769231;0.16091954;0.210727969;0.210727969;0.222222222;0.237547893;0.199233716;4;5.2;7.6;5.8;6.8;7.2;5.2;6;7;7.2;7.4;7.4;0.366666667;0.5;4.533333333;3.566666667;0.05;2.783333333;65;76;89;92;62;76.8;0;0.25;1.316666667;0.583333333;0;0;0.016666667;0;0;4.183333333;0;0;0.2;0;0.5;0.14;0.4;0.133333333;0.15;0.233333333;0.216666667;0.183333333;0.283333333;0.166666667;0;4
La Oculta;0.007692308;0.011494253;0.007662835;0.007662835;0.011494253;0.003831418;0;0.2;0.2;0;0.2;0.4;0.2;0.4;0.2;0;0.2;0.4;0.2;0.05;0.016666667;0.1;0.15;0;0.066666667;2;1;1;5;4;2.6;0;0;0.033333333;0.016666667;0;0;0;0;0;0.166666667;0;0;0;0;0;0;0;0.033333333;0;0;0;0.016666667;0;0.016666667;0;2
La Palma;0.376923077;0.279693487;0.344827586;0.310344828;0.367816092;0.37164751;0.363984674;7.2;11;12.8;7.8;11.4;10.8;10.8;12.6;10.6;11.2;8.6;11.2;1.05;0.95;6.983333333;5.883333333;0.033333333;4.583333333;140;130;153;109;98;126;0.083333333;0.05;1.75;0.666666667;0;0;0;0;0;7.9;0;0.016666667;0;0;0.5;0.32;0.2;0.333333333;0.433333333;0.233333333;0.333333333;0.283333333;0.4;0.35;7;4
La Pilarica;0.296153846;0.176245211;0.283524904;0.218390805;0.268199234;0.272030651;0.279693487;4.2;8.2;7;6.4;8.2;6.8;8;10.2;9.6;9.6;9.4;6;0.466666667;0.783333333;5.35;4.4;0.016666667;3.383333333;90;90;73;96;119;93.6;0.016666667;0;1.4;0.65;0;0;0;0;0;5.716666667;0;0;0.4;0.25;0;0.28;0.2;0.283333333;0.15;0.216666667;0.183333333;0.25;0.283333333;0.25;0;4
La Piñuela;0.215384615;0.176245211;0.199233716;0.149425287;0.199233716;0.187739464;0.153256705;6.6;4.6;5.2;7.2;5.2;6.4;7.2;3.4;4;5.4;5.4;6.2;0.85;0.9;2.933333333;4.083333333;0.05;1.433333333;56;85;66;61;66;66.8;0.033333333;0;0.983333333;0.4;0;0;0;0;0.016666667;4.083333333;0;0;0;0.25;0;0.12;0.8;0.166666667;0.233333333;0.083333333;0.116666667;0.216666667;0.183333333;0.233333333;1;3
La Pradera;0.203846154;0.203065134;0.195402299;0.16091954;0.24137931;0.295019157;0.191570881;4.6;7;8;9.2;5.8;5.8;6.4;4.8;7;7.4;5;6.8;1.016666667;1.05;2.95;4.766666667;0.033333333;1.683333333;87;70;97;78;57;77.8;0;0;0.966666667;0.8;0;0;0.016666667;0;0;4.666666667;0;0;0;0;0.25;0.19;0.2;0.2;0.316666667;0.166666667;0.233333333;0.216666667;0.233333333;0.216666667;0;3
La Rosa;0.126923077;0.14559387;0.118773946;0.141762452;0.068965517;0.16091954;0.126436782;3.6;3.4;3.2;5.4;2.2;4;3.8;2.8;4.4;4;4.2;5.4;0.8;0.4;1.9;2.9;0.05;0.916666667;50;49;45;35;53;46.4;0;0;0.516666667;0.416666667;0;0;0;0;0;2.883333333;0;0;0;0.5;0;0.17;0.2;0.116666667;0.083333333;0.183333333;0.066666667;0.133333333;0.166666667;0.116666667;0;2
La Salle;0.246153846;0.363984674;0.295019157;0.302681992;0.310344828;0.363984674;0.260536398;8.4;6.6;10.6;10.2;9.8;11.4;6;8.8;9.6;10;9.8;10.6;2.583333333;1.15;4.1;7;0.033333333;2.283333333;108;119;123;106;103;111.8;0.083333333;0;0.9;0.8;0;0;0;0;0;7.5;0;0;0.6;0.75;0.75;0.3;0.4;0.3;0.25;0.283333333;0.233333333;0.4;0.233333333;0.333333333;0;2
La Sierra;0.003846154;0.01532567;0.011494253;0.003831418;0.011494253;0.01532567;0.003831418;0.4;0.6;0.2;0;0.2;0;0.6;0;0.6;0.2;0.2;0.4;0.033333333;0.083333333;0.05;0.25;0;0.033333333;3;1;6;3;4;3.4;0;0;0;0.1;0;0;0;0;0;0.183333333;0;0;0;0;0;0;0;0;0.033333333;0;0;0.016666667;0;0.016666667;0;1
La Verde ;0.026923077;0.01532567;0.011494253;0.011494253;0.026819923;0.026819923;0.038314176;0.2;0;0.4;1.2;0.8;1;0.6;1.4;0.6;0.6;0.2;1.2;0.033333333;0.1;0.45;0.35;0;0.333333333;3;3;2;17;16;8.2;0;0.316666667;0.066666667;0.133333333;0;0;0;0;0;0.166666667;0;0;0.2;0;0;0.02;0;0.033333333;0;0;0.016666667;0.033333333;0.016666667;0;0;2
Lalinde;0.088461538;0.042145594;0.091954023;0.084291188;0.099616858;0.057471264;0.111111111;1.6;1.6;2;3;3.6;1.8;1.6;2.4;3;3.6;2;3.8;0.05;0.116666667;2.3;0.916666667;0;1.583333333;25;26;32;41;26;30;0;0.016666667;0.5;0.083333333;0;0;0.016666667;0;0;1.883333333;0;0;0;0;0;0.06;0;0.05;0.016666667;0.033333333;0.116666667;0.133333333;0.1;0.116666667;1;6
Las Acacias;0.873076923;0.501915709;0.988505747;0.777777778;0.904214559;0.969348659;0.85440613;23.4;26.6;28;28.6;26;27.4;28;26.8;21.2;23.2;25.6;21.4;1.266666667;1.666666667;20;10.9;0.1;14.51666667;326;313;336;287;269;306.2;0.066666667;4.133333333;3.583333333;1.116666667;0.016666667;0;0.016666667;0;0;16.45;0;0.05;0.6;0.75;0.25;0.8;0;0.85;0.683333333;0.816666667;0.733333333;1.083333333;0.833333333;0.7;4;5
Las Brisas;0.569230769;0.444444444;0.471264368;0.570881226;0.559386973;0.54789272;0.651340996;14.8;15.4;19.4;15.8;20.4;17.2;15;17.8;17.6;13;15.8;16.8;1.05;1.666666667;10.75;10.05;0.133333333;6.4;200;189;215;211;180;199;0.1;0;1.683333333;1.333333333;0;0.016666667;0.016666667;0;0.016666667;13.28333333;0;0;0.4;0.75;0.5;0.77;1;0.5;0.566666667;0.616666667;0.483333333;0.583333333;0.45;0.483333333;0;3
Las Esmeraldas;0.238461538;0.206896552;0.206896552;0.199233716;0.206896552;0.203065134;0.233716475;6.4;7.2;7.2;4.6;6.6;7.2;7.2;7.4;7.6;5.6;5.2;5.8;1.166666667;0.716666667;3.7;4.016666667;0.116666667;2.366666667;109;107;91;42;41;78;0;0;0.933333333;0.35;0;0;0;0;0;5.066666667;0;0.033333333;0;0;0;0.38;0.6;0.116666667;0.25;0.183333333;0.15;0.283333333;0.116666667;0.233333333;3;2
Las Estancias;0.092307692;0.206896552;0.137931034;0.14559387;0.118773946;0.153256705;0.130268199;3.2;4.8;5;3.8;4.2;2.8;5;4.6;4.6;3.6;4.8;5;1.133333333;0.733333333;1.583333333;3.416666667;0;0.866666667;52;53;55;49;48;51.4;0.016666667;0;0.316666667;0.616666667;0;0;0;0;0;3.333333333;0;0;0.6;0;0.25;0.14;0;0.1;0.116666667;0.166666667;0.15;0.116666667;0.116666667;0.15;0;2
Las Granjas;0.553846154;0.689655172;0.536398467;0.655172414;0.521072797;0.743295019;0.574712644;12;15.8;20.6;15.2;23.8;23.2;17.4;17.6;18.4;18.6;20;20.4;4.366666667;2.333333333;8.716666667;13.8;0.25;4.533333333;257;229;258;192;179;223;0.066666667;0;2.466666667;1.383333333;0;0;0;0;0.016666667;14.43333333;0;0;0.8;1;0.75;0.68;0.8;0.7;0.666666667;0.533333333;0.6;0.666666667;0.566666667;0.633333333;1;2
Las Independencias;0.061538462;0.034482759;0.019157088;0.045977011;0.045977011;0.030651341;0.038314176;2;0.6;1.6;1.6;0.4;1.8;1;0.8;1.4;1.2;0.6;1.4;0.5;0.15;0.266666667;1;0;0.2;20;18;15;8;11;14.4;0;0;0.033333333;0.15;0;0;0;0;0;1.016666667;0;0;0;0;0;0.02;0;0.033333333;0.05;0.066666667;0.05;0.016666667;0.033333333;0.083333333;0;1
Las Lomas No.1;0.311538462;0.099616858;0.337164751;0.252873563;0.383141762;0.314176245;0.383141762;7.8;8.2;8.2;8.2;8.2;9.8;10.6;10.6;11.2;10;8;7.8;0.2;0.45;7.466666667;3.25;0;5.8;111;113;99;101;119;108.6;0;0.016666667;1.55;0.566666667;0;0;0;0.016666667;0.033333333;6.866666667;0;0;0;0;0;0.23;0.2;0.333333333;0.233333333;0.333333333;0.366666667;0.3;0.333333333;0.233333333;6;6
Las Lomas No.2;0.207692308;0.053639847;0.168582375;0.157088123;0.187739464;0.137931034;0.203065134;4.2;5.8;5.2;3.4;6;4.6;4.6;4.2;5.8;5.4;4.2;4.8;0.083333333;0.366666667;3.766666667;2.1;0;2.75;70;46;55;56;64;58.2;0.016666667;0;0.966666667;0.35;0;0.033333333;0;0;0.016666667;3.466666667;0;0;0.2;0;0;0.1;0;0.266666667;0.183333333;0.133333333;0.183333333;0.15;0.2;0.183333333;1;6
Las Mercedes;0.230769231;0.164750958;0.176245211;0.157088123;0.206896552;0.249042146;0.149425287;4.6;6.2;6.8;5.8;5.8;4.2;5.2;8;6.4;6;5.2;5.4;0.633333333;0.516666667;3.75;3.45;0;2.35;66;57;86;73;66;69.6;0;0.083333333;0.966666667;0.666666667;0;0;0;0;0;4.083333333;0;0;0.4;0.5;0;0.22;0.2;0.216666667;0.083333333;0.283333333;0.216666667;0.133333333;0.15;0.3;0;3
